"","...1","VARIABLES","grade","subject","scores_diff"
"571",191,"High",5,"spelling",0.0145
"572",191,"High",5,"reading",0.0291
"573",191,"High",5,"math",-0.00313
"574",192,"High",5,"spelling",0.0145
"575",192,"High",5,"reading",0.0327
"576",192,"High",5,"math",-0.00313
"577",193,"Missing",2,"spelling",0.207
"578",193,"Missing",2,"reading",0.0498
"579",193,"Missing",2,"math",0.0372
"580",194,"Missing",2,"spelling",0.207
"581",194,"Missing",2,"reading",0.0456
"582",194,"Missing",2,"math",0.0372
"583",195,"Missing",2,"spelling",0.207
"584",195,"Missing",2,"reading",0.111
"585",195,"Missing",2,"math",0.0372
"586",196,"Missing",2,"spelling",0.207
"587",196,"Missing",2,"reading",0.117
"588",196,"Missing",2,"math",0.0372
"589",197,"Missing",2,"spelling",0.207
"590",197,"Missing",2,"reading",0.0498
"591",197,"Missing",2,"math",0.0135
"592",198,"Missing",2,"spelling",0.207
"593",198,"Missing",2,"reading",0.0456
"594",198,"Missing",2,"math",0.0135
"595",199,"Missing",2,"spelling",0.207
"596",199,"Missing",2,"reading",0.111
"597",199,"Missing",2,"math",0.0135
"598",200,"Missing",2,"spelling",0.207
"599",200,"Missing",2,"reading",0.117
"600",200,"Missing",2,"math",0.0135
"601",201,"Missing",2,"spelling",0.207
"602",201,"Missing",2,"reading",0.0498
"603",201,"Missing",2,"math",0.0834
"604",202,"Missing",2,"spelling",0.207
"605",202,"Missing",2,"reading",0.0456
"606",202,"Missing",2,"math",0.0834
"607",203,"Missing",2,"spelling",0.207
"608",203,"Missing",2,"reading",0.111
"609",203,"Missing",2,"math",0.0834
"610",204,"Missing",2,"spelling",0.207
"611",204,"Missing",2,"reading",0.117
"612",204,"Missing",2,"math",0.0834
"613",205,"Missing",2,"spelling",0.207
"614",205,"Missing",2,"reading",0.0498
"615",205,"Missing",2,"math",0.0846
"616",206,"Missing",2,"spelling",0.207
"617",206,"Missing",2,"reading",0.0456
"618",206,"Missing",2,"math",0.0846
"619",207,"Missing",2,"spelling",0.207
"620",207,"Missing",2,"reading",0.111
"621",207,"Missing",2,"math",0.0846
"622",208,"Missing",2,"spelling",0.207
"623",208,"Missing",2,"reading",0.117
"624",208,"Missing",2,"math",0.0846
"625",209,"Missing",3,"spelling",0.0962
"626",209,"Missing",3,"reading",0.0498
"627",209,"Missing",3,"math",0.0372
"628",210,"Missing",3,"spelling",0.0962
"629",210,"Missing",3,"reading",0.0456
"630",210,"Missing",3,"math",0.0372
"631",211,"Missing",3,"spelling",0.0962
"632",211,"Missing",3,"reading",0.111
"633",211,"Missing",3,"math",0.0372
"634",212,"Missing",3,"spelling",0.0962
"635",212,"Missing",3,"reading",0.117
"636",212,"Missing",3,"math",0.0372
"637",213,"Missing",3,"spelling",0.0962
"638",213,"Missing",3,"reading",0.0498
"639",213,"Missing",3,"math",0.0135
"640",214,"Missing",3,"spelling",0.0962
"641",214,"Missing",3,"reading",0.0456
"642",214,"Missing",3,"math",0.0135
"643",215,"Missing",3,"spelling",0.0962
"644",215,"Missing",3,"reading",0.111
"645",215,"Missing",3,"math",0.0135
"646",216,"Missing",3,"spelling",0.0962
"647",216,"Missing",3,"reading",0.117
"648",216,"Missing",3,"math",0.0135
"649",217,"Missing",3,"spelling",0.0962
"650",217,"Missing",3,"reading",0.0498
"651",217,"Missing",3,"math",0.0834
"652",218,"Missing",3,"spelling",0.0962
"653",218,"Missing",3,"reading",0.0456
"654",218,"Missing",3,"math",0.0834
"655",219,"Missing",3,"spelling",0.0962
"656",219,"Missing",3,"reading",0.111
"657",219,"Missing",3,"math",0.0834
"658",220,"Missing",3,"spelling",0.0962
"659",220,"Missing",3,"reading",0.117
"660",220,"Missing",3,"math",0.0834
"661",221,"Missing",3,"spelling",0.0962
"662",221,"Missing",3,"reading",0.0498
"663",221,"Missing",3,"math",0.0846
"664",222,"Missing",3,"spelling",0.0962
"665",222,"Missing",3,"reading",0.0456
"666",222,"Missing",3,"math",0.0846
"667",223,"Missing",3,"spelling",0.0962
"668",223,"Missing",3,"reading",0.111
"669",223,"Missing",3,"math",0.0846
"670",224,"Missing",3,"spelling",0.0962
"671",224,"Missing",3,"reading",0.117
"672",224,"Missing",3,"math",0.0846
"673",225,"Missing",4,"spelling",0.284
"674",225,"Missing",4,"reading",0.0498
"675",225,"Missing",4,"math",0.0372
"676",226,"Missing",4,"spelling",0.284
"677",226,"Missing",4,"reading",0.0456
"678",226,"Missing",4,"math",0.0372
"679",227,"Missing",4,"spelling",0.284
"680",227,"Missing",4,"reading",0.111
"681",227,"Missing",4,"math",0.0372
"682",228,"Missing",4,"spelling",0.284
"683",228,"Missing",4,"reading",0.117
"684",228,"Missing",4,"math",0.0372
"685",229,"Missing",4,"spelling",0.284
"686",229,"Missing",4,"reading",0.0498
"687",229,"Missing",4,"math",0.0135
"688",230,"Missing",4,"spelling",0.284
"689",230,"Missing",4,"reading",0.0456
"690",230,"Missing",4,"math",0.0135
"691",231,"Missing",4,"spelling",0.284
"692",231,"Missing",4,"reading",0.111
"693",231,"Missing",4,"math",0.0135
"694",232,"Missing",4,"spelling",0.284
"695",232,"Missing",4,"reading",0.117
"696",232,"Missing",4,"math",0.0135
"697",233,"Missing",4,"spelling",0.284
"698",233,"Missing",4,"reading",0.0498
"699",233,"Missing",4,"math",0.0834
"700",234,"Missing",4,"spelling",0.284
"701",234,"Missing",4,"reading",0.0456
"702",234,"Missing",4,"math",0.0834
"703",235,"Missing",4,"spelling",0.284
"704",235,"Missing",4,"reading",0.111
"705",235,"Missing",4,"math",0.0834
"706",236,"Missing",4,"spelling",0.284
"707",236,"Missing",4,"reading",0.117
"708",236,"Missing",4,"math",0.0834
"709",237,"Missing",4,"spelling",0.284
"710",237,"Missing",4,"reading",0.0498
"711",237,"Missing",4,"math",0.0846
"712",238,"Missing",4,"spelling",0.284
"713",238,"Missing",4,"reading",0.0456
"714",238,"Missing",4,"math",0.0846
"715",239,"Missing",4,"spelling",0.284
"716",239,"Missing",4,"reading",0.111
"717",239,"Missing",4,"math",0.0846
"718",240,"Missing",4,"spelling",0.284
"719",240,"Missing",4,"reading",0.117
"720",240,"Missing",4,"math",0.0846
"721",241,"Missing",5,"spelling",0.213
"722",241,"Missing",5,"reading",0.0498
"723",241,"Missing",5,"math",0.0372
"724",242,"Missing",5,"spelling",0.213
"725",242,"Missing",5,"reading",0.0456
"726",242,"Missing",5,"math",0.0372
"727",243,"Missing",5,"spelling",0.213
"728",243,"Missing",5,"reading",0.111
"729",243,"Missing",5,"math",0.0372
"730",244,"Missing",5,"spelling",0.213
"731",244,"Missing",5,"reading",0.117
"732",244,"Missing",5,"math",0.0372
"733",245,"Missing",5,"spelling",0.213
"734",245,"Missing",5,"reading",0.0498
"735",245,"Missing",5,"math",0.0135
"736",246,"Missing",5,"spelling",0.213
"737",246,"Missing",5,"reading",0.0456
"738",246,"Missing",5,"math",0.0135
"739",247,"Missing",5,"spelling",0.213
"740",247,"Missing",5,"reading",0.111
"741",247,"Missing",5,"math",0.0135
"742",248,"Missing",5,"spelling",0.213
"743",248,"Missing",5,"reading",0.117
"744",248,"Missing",5,"math",0.0135
"745",249,"Missing",5,"spelling",0.213
"746",249,"Missing",5,"reading",0.0498
"747",249,"Missing",5,"math",0.0834
"748",250,"Missing",5,"spelling",0.213
"749",250,"Missing",5,"reading",0.0456
"750",250,"Missing",5,"math",0.0834
"751",251,"Missing",5,"spelling",0.213
"752",251,"Missing",5,"reading",0.111
"753",251,"Missing",5,"math",0.0834
"754",252,"Missing",5,"spelling",0.213
"755",252,"Missing",5,"reading",0.117
"756",252,"Missing",5,"math",0.0834
"757",253,"Missing",5,"spelling",0.213
"758",253,"Missing",5,"reading",0.0498
"759",253,"Missing",5,"math",0.0846
"760",254,"Missing",5,"spelling",0.213
"761",254,"Missing",5,"reading",0.0456
"762",254,"Missing",5,"math",0.0846
"763",255,"Missing",5,"spelling",0.213
"764",255,"Missing",5,"reading",0.111
"765",255,"Missing",5,"math",0.0846
"766",256,"Missing",5,"spelling",0.213
"767",256,"Missing",5,"reading",0.117
"768",256,"Missing",5,"math",0.0846
"769",257,"COVID-19 year * Medium income household",2,"spelling",0.0478
"770",257,"COVID-19 year * Medium income household",2,"reading",0.0352
"771",257,"COVID-19 year * Medium income household",2,"math",0.0934
"772",258,"COVID-19 year * Medium income household",2,"spelling",0.0478
"773",258,"COVID-19 year * Medium income household",2,"reading",0.0632
"774",258,"COVID-19 year * Medium income household",2,"math",0.0934
"775",259,"COVID-19 year * Medium income household",2,"spelling",0.0478
"776",259,"COVID-19 year * Medium income household",2,"reading",0.0403
"777",259,"COVID-19 year * Medium income household",2,"math",0.0934
"778",260,"COVID-19 year * Medium income household",2,"spelling",0.0478
"779",260,"COVID-19 year * Medium income household",2,"reading",0.0397
"780",260,"COVID-19 year * Medium income household",2,"math",0.0934
"781",261,"COVID-19 year * Medium income household",2,"spelling",0.0478
"782",261,"COVID-19 year * Medium income household",2,"reading",0.0352
"783",261,"COVID-19 year * Medium income household",2,"math",0.0727
"784",262,"COVID-19 year * Medium income household",2,"spelling",0.0478
"785",262,"COVID-19 year * Medium income household",2,"reading",0.0632
"786",262,"COVID-19 year * Medium income household",2,"math",0.0727
"787",263,"COVID-19 year * Medium income household",2,"spelling",0.0478
"788",263,"COVID-19 year * Medium income household",2,"reading",0.0403
"789",263,"COVID-19 year * Medium income household",2,"math",0.0727
"790",264,"COVID-19 year * Medium income household",2,"spelling",0.0478
"791",264,"COVID-19 year * Medium income household",2,"reading",0.0397
"792",264,"COVID-19 year * Medium income household",2,"math",0.0727
"793",265,"COVID-19 year * Medium income household",2,"spelling",0.0478
"794",265,"COVID-19 year * Medium income household",2,"reading",0.0352
"795",265,"COVID-19 year * Medium income household",2,"math",0.057
"796",266,"COVID-19 year * Medium income household",2,"spelling",0.0478
"797",266,"COVID-19 year * Medium income household",2,"reading",0.0632
"798",266,"COVID-19 year * Medium income household",2,"math",0.057
"799",267,"COVID-19 year * Medium income household",2,"spelling",0.0478
"800",267,"COVID-19 year * Medium income household",2,"reading",0.0403
"801",267,"COVID-19 year * Medium income household",2,"math",0.057
"802",268,"COVID-19 year * Medium income household",2,"spelling",0.0478
"803",268,"COVID-19 year * Medium income household",2,"reading",0.0397
"804",268,"COVID-19 year * Medium income household",2,"math",0.057
"805",269,"COVID-19 year * Medium income household",2,"spelling",0.0478
"806",269,"COVID-19 year * Medium income household",2,"reading",0.0352
"807",269,"COVID-19 year * Medium income household",2,"math",0.0312
"808",270,"COVID-19 year * Medium income household",2,"spelling",0.0478
"809",270,"COVID-19 year * Medium income household",2,"reading",0.0632
"810",270,"COVID-19 year * Medium income household",2,"math",0.0312
"811",271,"COVID-19 year * Medium income household",2,"spelling",0.0478
"812",271,"COVID-19 year * Medium income household",2,"reading",0.0403
"813",271,"COVID-19 year * Medium income household",2,"math",0.0312
"814",272,"COVID-19 year * Medium income household",2,"spelling",0.0478
"815",272,"COVID-19 year * Medium income household",2,"reading",0.0397
"816",272,"COVID-19 year * Medium income household",2,"math",0.0312
"817",273,"COVID-19 year * Medium income household",3,"spelling",0.0419
"818",273,"COVID-19 year * Medium income household",3,"reading",0.0352
"819",273,"COVID-19 year * Medium income household",3,"math",0.0934
"820",274,"COVID-19 year * Medium income household",3,"spelling",0.0419
"821",274,"COVID-19 year * Medium income household",3,"reading",0.0632
"822",274,"COVID-19 year * Medium income household",3,"math",0.0934
"823",275,"COVID-19 year * Medium income household",3,"spelling",0.0419
"824",275,"COVID-19 year * Medium income household",3,"reading",0.0403
"825",275,"COVID-19 year * Medium income household",3,"math",0.0934
"826",276,"COVID-19 year * Medium income household",3,"spelling",0.0419
"827",276,"COVID-19 year * Medium income household",3,"reading",0.0397
"828",276,"COVID-19 year * Medium income household",3,"math",0.0934
"829",277,"COVID-19 year * Medium income household",3,"spelling",0.0419
"830",277,"COVID-19 year * Medium income household",3,"reading",0.0352
"831",277,"COVID-19 year * Medium income household",3,"math",0.0727
"832",278,"COVID-19 year * Medium income household",3,"spelling",0.0419
"833",278,"COVID-19 year * Medium income household",3,"reading",0.0632
"834",278,"COVID-19 year * Medium income household",3,"math",0.0727
"835",279,"COVID-19 year * Medium income household",3,"spelling",0.0419
"836",279,"COVID-19 year * Medium income household",3,"reading",0.0403
"837",279,"COVID-19 year * Medium income household",3,"math",0.0727
"838",280,"COVID-19 year * Medium income household",3,"spelling",0.0419
"839",280,"COVID-19 year * Medium income household",3,"reading",0.0397
"840",280,"COVID-19 year * Medium income household",3,"math",0.0727
"841",281,"COVID-19 year * Medium income household",3,"spelling",0.0419
"842",281,"COVID-19 year * Medium income household",3,"reading",0.0352
"843",281,"COVID-19 year * Medium income household",3,"math",0.057
"844",282,"COVID-19 year * Medium income household",3,"spelling",0.0419
"845",282,"COVID-19 year * Medium income household",3,"reading",0.0632
"846",282,"COVID-19 year * Medium income household",3,"math",0.057
"847",283,"COVID-19 year * Medium income household",3,"spelling",0.0419
"848",283,"COVID-19 year * Medium income household",3,"reading",0.0403
"849",283,"COVID-19 year * Medium income household",3,"math",0.057
"850",284,"COVID-19 year * Medium income household",3,"spelling",0.0419
"851",284,"COVID-19 year * Medium income household",3,"reading",0.0397
"852",284,"COVID-19 year * Medium income household",3,"math",0.057
"853",285,"COVID-19 year * Medium income household",3,"spelling",0.0419
"854",285,"COVID-19 year * Medium income household",3,"reading",0.0352
"855",285,"COVID-19 year * Medium income household",3,"math",0.0312
"856",286,"COVID-19 year * Medium income household",3,"spelling",0.0419
"857",286,"COVID-19 year * Medium income household",3,"reading",0.0632
"858",286,"COVID-19 year * Medium income household",3,"math",0.0312
"859",287,"COVID-19 year * Medium income household",3,"spelling",0.0419
"860",287,"COVID-19 year * Medium income household",3,"reading",0.0403
"861",287,"COVID-19 year * Medium income household",3,"math",0.0312
"862",288,"COVID-19 year * Medium income household",3,"spelling",0.0419
"863",288,"COVID-19 year * Medium income household",3,"reading",0.0397
"864",288,"COVID-19 year * Medium income household",3,"math",0.0312
"865",289,"COVID-19 year * Medium income household",4,"spelling",0.00458
"866",289,"COVID-19 year * Medium income household",4,"reading",0.0352
"867",289,"COVID-19 year * Medium income household",4,"math",0.0934
"868",290,"COVID-19 year * Medium income household",4,"spelling",0.00458
"869",290,"COVID-19 year * Medium income household",4,"reading",0.0632
"870",290,"COVID-19 year * Medium income household",4,"math",0.0934
"871",291,"COVID-19 year * Medium income household",4,"spelling",0.00458
"872",291,"COVID-19 year * Medium income household",4,"reading",0.0403
"873",291,"COVID-19 year * Medium income household",4,"math",0.0934
"874",292,"COVID-19 year * Medium income household",4,"spelling",0.00458
"875",292,"COVID-19 year * Medium income household",4,"reading",0.0397
"876",292,"COVID-19 year * Medium income household",4,"math",0.0934
"877",293,"COVID-19 year * Medium income household",4,"spelling",0.00458
"878",293,"COVID-19 year * Medium income household",4,"reading",0.0352
"879",293,"COVID-19 year * Medium income household",4,"math",0.0727
"880",294,"COVID-19 year * Medium income household",4,"spelling",0.00458
"881",294,"COVID-19 year * Medium income household",4,"reading",0.0632
"882",294,"COVID-19 year * Medium income household",4,"math",0.0727
"883",295,"COVID-19 year * Medium income household",4,"spelling",0.00458
"884",295,"COVID-19 year * Medium income household",4,"reading",0.0403
"885",295,"COVID-19 year * Medium income household",4,"math",0.0727
"886",296,"COVID-19 year * Medium income household",4,"spelling",0.00458
"887",296,"COVID-19 year * Medium income household",4,"reading",0.0397
"888",296,"COVID-19 year * Medium income household",4,"math",0.0727
"889",297,"COVID-19 year * Medium income household",4,"spelling",0.00458
"890",297,"COVID-19 year * Medium income household",4,"reading",0.0352
"891",297,"COVID-19 year * Medium income household",4,"math",0.057
"892",298,"COVID-19 year * Medium income household",4,"spelling",0.00458
"893",298,"COVID-19 year * Medium income household",4,"reading",0.0632
"894",298,"COVID-19 year * Medium income household",4,"math",0.057
"895",299,"COVID-19 year * Medium income household",4,"spelling",0.00458
"896",299,"COVID-19 year * Medium income household",4,"reading",0.0403
"897",299,"COVID-19 year * Medium income household",4,"math",0.057
"898",300,"COVID-19 year * Medium income household",4,"spelling",0.00458
"899",300,"COVID-19 year * Medium income household",4,"reading",0.0397
"900",300,"COVID-19 year * Medium income household",4,"math",0.057
"901",301,"COVID-19 year * Medium income household",4,"spelling",0.00458
"902",301,"COVID-19 year * Medium income household",4,"reading",0.0352
"903",301,"COVID-19 year * Medium income household",4,"math",0.0312
"904",302,"COVID-19 year * Medium income household",4,"spelling",0.00458
"905",302,"COVID-19 year * Medium income household",4,"reading",0.0632
"906",302,"COVID-19 year * Medium income household",4,"math",0.0312
"907",303,"COVID-19 year * Medium income household",4,"spelling",0.00458
"908",303,"COVID-19 year * Medium income household",4,"reading",0.0403
"909",303,"COVID-19 year * Medium income household",4,"math",0.0312
"910",304,"COVID-19 year * Medium income household",4,"spelling",0.00458
"911",304,"COVID-19 year * Medium income household",4,"reading",0.0397
"912",304,"COVID-19 year * Medium income household",4,"math",0.0312
"913",305,"COVID-19 year * Medium income household",5,"spelling",0.0168
"914",305,"COVID-19 year * Medium income household",5,"reading",0.0352
"915",305,"COVID-19 year * Medium income household",5,"math",0.0934
"916",306,"COVID-19 year * Medium income household",5,"spelling",0.0168
"917",306,"COVID-19 year * Medium income household",5,"reading",0.0632
"918",306,"COVID-19 year * Medium income household",5,"math",0.0934
"919",307,"COVID-19 year * Medium income household",5,"spelling",0.0168
"920",307,"COVID-19 year * Medium income household",5,"reading",0.0403
"921",307,"COVID-19 year * Medium income household",5,"math",0.0934
"922",308,"COVID-19 year * Medium income household",5,"spelling",0.0168
"923",308,"COVID-19 year * Medium income household",5,"reading",0.0397
"924",308,"COVID-19 year * Medium income household",5,"math",0.0934
"925",309,"COVID-19 year * Medium income household",5,"spelling",0.0168
"926",309,"COVID-19 year * Medium income household",5,"reading",0.0352
"927",309,"COVID-19 year * Medium income household",5,"math",0.0727
"928",310,"COVID-19 year * Medium income household",5,"spelling",0.0168
"929",310,"COVID-19 year * Medium income household",5,"reading",0.0632
"930",310,"COVID-19 year * Medium income household",5,"math",0.0727
"931",311,"COVID-19 year * Medium income household",5,"spelling",0.0168
"932",311,"COVID-19 year * Medium income household",5,"reading",0.0403
"933",311,"COVID-19 year * Medium income household",5,"math",0.0727
"934",312,"COVID-19 year * Medium income household",5,"spelling",0.0168
"935",312,"COVID-19 year * Medium income household",5,"reading",0.0397
"936",312,"COVID-19 year * Medium income household",5,"math",0.0727
"937",313,"COVID-19 year * Medium income household",5,"spelling",0.0168
"938",313,"COVID-19 year * Medium income household",5,"reading",0.0352
"939",313,"COVID-19 year * Medium income household",5,"math",0.057
"940",314,"COVID-19 year * Medium income household",5,"spelling",0.0168
"941",314,"COVID-19 year * Medium income household",5,"reading",0.0632
"942",314,"COVID-19 year * Medium income household",5,"math",0.057
"943",315,"COVID-19 year * Medium income household",5,"spelling",0.0168
"944",315,"COVID-19 year * Medium income household",5,"reading",0.0403
"945",315,"COVID-19 year * Medium income household",5,"math",0.057
"946",316,"COVID-19 year * Medium income household",5,"spelling",0.0168
"947",316,"COVID-19 year * Medium income household",5,"reading",0.0397
"948",316,"COVID-19 year * Medium income household",5,"math",0.057
"949",317,"COVID-19 year * Medium income household",5,"spelling",0.0168
"950",317,"COVID-19 year * Medium income household",5,"reading",0.0352
"951",317,"COVID-19 year * Medium income household",5,"math",0.0312
"952",318,"COVID-19 year * Medium income household",5,"spelling",0.0168
"953",318,"COVID-19 year * Medium income household",5,"reading",0.0632
"954",318,"COVID-19 year * Medium income household",5,"math",0.0312
"955",319,"COVID-19 year * Medium income household",5,"spelling",0.0168
"956",319,"COVID-19 year * Medium income household",5,"reading",0.0403
"957",319,"COVID-19 year * Medium income household",5,"math",0.0312
"958",320,"COVID-19 year * Medium income household",5,"spelling",0.0168
"959",320,"COVID-19 year * Medium income household",5,"reading",0.0397
"960",320,"COVID-19 year * Medium income household",5,"math",0.0312
"961",321,"COVID-19 year * High income household",2,"spelling",0.0911
"962",321,"COVID-19 year * High income household",2,"reading",0.00549
"963",321,"COVID-19 year * High income household",2,"math",0.122
"964",322,"COVID-19 year * High income household",2,"spelling",0.0911
"965",322,"COVID-19 year * High income household",2,"reading",0.0516
"966",322,"COVID-19 year * High income household",2,"math",0.122
"967",323,"COVID-19 year * High income household",2,"spelling",0.0911
"968",323,"COVID-19 year * High income household",2,"reading",0.033
"969",323,"COVID-19 year * High income household",2,"math",0.122
"970",324,"COVID-19 year * High income household",2,"spelling",0.0911
"971",324,"COVID-19 year * High income household",2,"reading",0.043
"972",324,"COVID-19 year * High income household",2,"math",0.122
"973",325,"COVID-19 year * High income household",2,"spelling",0.0911
"974",325,"COVID-19 year * High income household",2,"reading",0.00549
"975",325,"COVID-19 year * High income household",2,"math",0.094
"976",326,"COVID-19 year * High income household",2,"spelling",0.0911
"977",326,"COVID-19 year * High income household",2,"reading",0.0516
"978",326,"COVID-19 year * High income household",2,"math",0.094
"979",327,"COVID-19 year * High income household",2,"spelling",0.0911
"980",327,"COVID-19 year * High income household",2,"reading",0.033
"981",327,"COVID-19 year * High income household",2,"math",0.094
"982",328,"COVID-19 year * High income household",2,"spelling",0.0911
"983",328,"COVID-19 year * High income household",2,"reading",0.043
"984",328,"COVID-19 year * High income household",2,"math",0.094
"985",329,"COVID-19 year * High income household",2,"spelling",0.0911
"986",329,"COVID-19 year * High income household",2,"reading",0.00549
"987",329,"COVID-19 year * High income household",2,"math",0.0441
"988",330,"COVID-19 year * High income household",2,"spelling",0.0911
"989",330,"COVID-19 year * High income household",2,"reading",0.0516
"990",330,"COVID-19 year * High income household",2,"math",0.0441
"991",331,"COVID-19 year * High income household",2,"spelling",0.0911
"992",331,"COVID-19 year * High income household",2,"reading",0.033
"993",331,"COVID-19 year * High income household",2,"math",0.0441
"994",332,"COVID-19 year * High income household",2,"spelling",0.0911
"995",332,"COVID-19 year * High income household",2,"reading",0.043
"996",332,"COVID-19 year * High income household",2,"math",0.0441
"997",333,"COVID-19 year * High income household",2,"spelling",0.0911
"998",333,"COVID-19 year * High income household",2,"reading",0.00549
"999",333,"COVID-19 year * High income household",2,"math",0.0186
"1000",334,"COVID-19 year * High income household",2,"spelling",0.0911
"1001",334,"COVID-19 year * High income household",2,"reading",0.0516
"1002",334,"COVID-19 year * High income household",2,"math",0.0186
"1003",335,"COVID-19 year * High income household",2,"spelling",0.0911
"1004",335,"COVID-19 year * High income household",2,"reading",0.033
"1005",335,"COVID-19 year * High income household",2,"math",0.0186
"1006",336,"COVID-19 year * High income household",2,"spelling",0.0911
"1007",336,"COVID-19 year * High income household",2,"reading",0.043
"1008",336,"COVID-19 year * High income household",2,"math",0.0186
"1009",337,"COVID-19 year * High income household",3,"spelling",0.0724
"1010",337,"COVID-19 year * High income household",3,"reading",0.00549
"1011",337,"COVID-19 year * High income household",3,"math",0.122
"1012",338,"COVID-19 year * High income household",3,"spelling",0.0724
"1013",338,"COVID-19 year * High income household",3,"reading",0.0516
"1014",338,"COVID-19 year * High income household",3,"math",0.122
"1015",339,"COVID-19 year * High income household",3,"spelling",0.0724
"1016",339,"COVID-19 year * High income household",3,"reading",0.033
"1017",339,"COVID-19 year * High income household",3,"math",0.122
"1018",340,"COVID-19 year * High income household",3,"spelling",0.0724
"1019",340,"COVID-19 year * High income household",3,"reading",0.043
"1020",340,"COVID-19 year * High income household",3,"math",0.122
"1021",341,"COVID-19 year * High income household",3,"spelling",0.0724
"1022",341,"COVID-19 year * High income household",3,"reading",0.00549
"1023",341,"COVID-19 year * High income household",3,"math",0.094
"1024",342,"COVID-19 year * High income household",3,"spelling",0.0724
"1025",342,"COVID-19 year * High income household",3,"reading",0.0516
"1026",342,"COVID-19 year * High income household",3,"math",0.094
"1027",343,"COVID-19 year * High income household",3,"spelling",0.0724
"1028",343,"COVID-19 year * High income household",3,"reading",0.033
"1029",343,"COVID-19 year * High income household",3,"math",0.094
"1030",344,"COVID-19 year * High income household",3,"spelling",0.0724
"1031",344,"COVID-19 year * High income household",3,"reading",0.043
"1032",344,"COVID-19 year * High income household",3,"math",0.094
"1033",345,"COVID-19 year * High income household",3,"spelling",0.0724
"1034",345,"COVID-19 year * High income household",3,"reading",0.00549
"1035",345,"COVID-19 year * High income household",3,"math",0.0441
"1036",346,"COVID-19 year * High income household",3,"spelling",0.0724
"1037",346,"COVID-19 year * High income household",3,"reading",0.0516
"1038",346,"COVID-19 year * High income household",3,"math",0.0441
"1039",347,"COVID-19 year * High income household",3,"spelling",0.0724
"1040",347,"COVID-19 year * High income household",3,"reading",0.033
"1041",347,"COVID-19 year * High income household",3,"math",0.0441
"1042",348,"COVID-19 year * High income household",3,"spelling",0.0724
"1043",348,"COVID-19 year * High income household",3,"reading",0.043
"1044",348,"COVID-19 year * High income household",3,"math",0.0441
"1045",349,"COVID-19 year * High income household",3,"spelling",0.0724
"1046",349,"COVID-19 year * High income household",3,"reading",0.00549
"1047",349,"COVID-19 year * High income household",3,"math",0.0186
"1048",350,"COVID-19 year * High income household",3,"spelling",0.0724
"1049",350,"COVID-19 year * High income household",3,"reading",0.0516
"1050",350,"COVID-19 year * High income household",3,"math",0.0186
"1051",351,"COVID-19 year * High income household",3,"spelling",0.0724
"1052",351,"COVID-19 year * High income household",3,"reading",0.033
"1053",351,"COVID-19 year * High income household",3,"math",0.0186
"1054",352,"COVID-19 year * High income household",3,"spelling",0.0724
"1055",352,"COVID-19 year * High income household",3,"reading",0.043
"1056",352,"COVID-19 year * High income household",3,"math",0.0186
"1057",353,"COVID-19 year * High income household",4,"spelling",0.0647
"1058",353,"COVID-19 year * High income household",4,"reading",0.00549
"1059",353,"COVID-19 year * High income household",4,"math",0.122
"1060",354,"COVID-19 year * High income household",4,"spelling",0.0647
"1061",354,"COVID-19 year * High income household",4,"reading",0.0516
"1062",354,"COVID-19 year * High income household",4,"math",0.122
"1063",355,"COVID-19 year * High income household",4,"spelling",0.0647
"1064",355,"COVID-19 year * High income household",4,"reading",0.033
"1065",355,"COVID-19 year * High income household",4,"math",0.122
"1066",356,"COVID-19 year * High income household",4,"spelling",0.0647
"1067",356,"COVID-19 year * High income household",4,"reading",0.043
"1068",356,"COVID-19 year * High income household",4,"math",0.122
"1069",357,"COVID-19 year * High income household",4,"spelling",0.0647
"1070",357,"COVID-19 year * High income household",4,"reading",0.00549
"1071",357,"COVID-19 year * High income household",4,"math",0.094
"1072",358,"COVID-19 year * High income household",4,"spelling",0.0647
"1073",358,"COVID-19 year * High income household",4,"reading",0.0516
"1074",358,"COVID-19 year * High income household",4,"math",0.094
"1075",359,"COVID-19 year * High income household",4,"spelling",0.0647
"1076",359,"COVID-19 year * High income household",4,"reading",0.033
"1077",359,"COVID-19 year * High income household",4,"math",0.094
"1078",360,"COVID-19 year * High income household",4,"spelling",0.0647
"1079",360,"COVID-19 year * High income household",4,"reading",0.043
"1080",360,"COVID-19 year * High income household",4,"math",0.094
"1081",361,"COVID-19 year * High income household",4,"spelling",0.0647
"1082",361,"COVID-19 year * High income household",4,"reading",0.00549
"1083",361,"COVID-19 year * High income household",4,"math",0.0441
"1084",362,"COVID-19 year * High income household",4,"spelling",0.0647
"1085",362,"COVID-19 year * High income household",4,"reading",0.0516
"1086",362,"COVID-19 year * High income household",4,"math",0.0441
"1087",363,"COVID-19 year * High income household",4,"spelling",0.0647
"1088",363,"COVID-19 year * High income household",4,"reading",0.033
"1089",363,"COVID-19 year * High income household",4,"math",0.0441
"1090",364,"COVID-19 year * High income household",4,"spelling",0.0647
"1091",364,"COVID-19 year * High income household",4,"reading",0.043
"1092",364,"COVID-19 year * High income household",4,"math",0.0441
"1093",365,"COVID-19 year * High income household",4,"spelling",0.0647
"1094",365,"COVID-19 year * High income household",4,"reading",0.00549
"1095",365,"COVID-19 year * High income household",4,"math",0.0186
